194;114;76;43
216;69;137;195
44;44;28;27
176;53;292;53
173;173;173;173
211;112;211;180
65;36;139;139
196;267;283;148
95;288;36;175
289;217;66;55
253;159;111;45
219;86;73;46
139;139;139;139
193;193;193;193
16;9;47;22
167;29;295;275
184;294;55;212
220;135;138;236
256;92;271;299
226;239;192;230
146;146;146;146
104;252;138;247
165;165;165;165
21;71;127;244
194;194;194;194
300;300;300;300
21;21;21;21
126;270;277;132
56;102;133;62
201;201;201;201
153;144;180;105
14;6;253;14
202;236;18;31
48;191;288;90
93;180;98;248
162;300;295;95
12;14;110;110
16;271;152;258
282;264;114;196
57;127;68;50
176;292;292;107
92;92;92;92
28;104;154;110
113;125;70;258
105;192;163;123
75;288;24;52
127;127;127;127
279;254;124;279
108;244;8;170
20;20;20;20
121;121;121;121
199;17;199;165
218;218;65;104
247;83;247;124
289;89;169;107
81;81;81;81
69;199;99;32
201;244;168;82
208;101;268;86
78;198;73;181
222;263;193;222
101;47;15;236
189;189;189;189
143;169;31;244
280;263;96;239
286;286;286;286
73;14;77;171
288;148;7;94
254;58;173;13
246;226;246;119
86;277;269;37
222;222;222;222
90;90;90;90
51;43;133;192
110;69;99;96
92;92;92;92
158;208;232;20
26;26;26;26
118;32;267;93
249;36;49;90
51;201;170;195
123;123;123;123
76;129;37;152
112;153;153;16
196;196;196;196
246;49;268;276
42;185;42;109
282;54;100;100
66;66;66;66
188;235;113;148
108;108;108;108
53;259;156;127
290;290;290;290
116;160;199;152
295;159;87;93
273;273;273;273
16;16;16;16
264;264;264;264
161;161;161;161
290;133;89;271
49;49;49;49
80;257;185;67
139;258;126;298
109;238;238;212
117;243;136;252
275;291;259;14
206;157;146;299
95;49;60;95
280;192;243;240
139;139;139;139
133;133;133;133
173;181;97;188
185;185;185;185
214;114;280;214
250;70;270;211
43;172;76;225
242;242;242;242
32;20;207;32
186;229;49;121
190;231;23;133
273;209;82;28
121;71;189;121
53;110;111;235
229;23;142;238
289;289;289;289
127;135;57;262
165;195;164;289
140;103;171;184
225;112;270;104
167;5;33;153
126;110;15;107
49;223;47;142
199;199;199;199
24;207;122;158
211;128;128;90
102;267;246;132
50;271;31;77
183;125;12;42
184;225;254;191
213;35;58;153
45;289;289;96
183;183;183;183
153;231;216;72
79;51;281;125
100;28;237;100
180;62;179;123
193;271;97;84
227;88;98;172
28;154;69;266
73;73;127;142
112;163;230;230
293;264;23;120
134;250;282;224
185;107;166;166
221;221;221;221
176;91;177;179
150;206;222;189
125;272;31;82
260;260;260;260
87;168;48;168
157;96;213;213
21;50;65;220
54;292;226;292
271;78;290;271
227;54;178;109
255;86;123;281
64;136;204;74
144;300;273;58
150;17;17;255
106;179;37;198
243;243;126;158
20;186;236;214
251;164;164;121
112;166;251;74
172;89;192;85
266;211;268;297
239;85;125;237
159;159;159;159
211;211;211;211
233;71;87;170
52;70;99;131
94;94;94;94
290;290;290;290
44;41;208;140
152;148;213;186
300;172;36;267
33;59;15;233
21;124;23;92
42;6;86;84
100;100;100;100
211;298;226;211
186;164;48;42
115;69;289;156
40;180;205;148
166;166;166;166
270;270;270;270
297;269;213;72
259;14;79;259
129;129;129;129
23;269;93;295
56;71;239;230
158;30;138;210
104;104;104;104
279;279;279;279
242;92;115;115
254;206;154;154
149;149;282;13
246;145;57;18
48;148;124;10
232;138;95;221
161;161;161;161
68;15;134;161
22;167;247;193
31;31;31;31
112;167;188;277
44;70;100;112
117;117;193;168
78;146;293;267
71;23;274;87
65;296;269;170
250;76;167;64
119;273;273;87
20;109;229;20
157;157;168;246
196;196;196;196
175;124;118;154
21;218;219;269
225;237;71;24
154;76;218;153
206;249;76;133
59;205;231;28
219;187;250;12
51;95;287;46
126;126;126;126
28;77;63;290
278;200;186;200
164;164;164;164
277;289;112;79
91;40;39;198
248;56;72;233
242;300;242;40
127;18;285;60
105;75;93;101
7;220;246;79
90;186;146;36
58;224;64;39
118;118;118;118
112;257;120;13
103;11;239;104
24;227;8;167
130;130;69;258
72;72;220;39
204;204;204;204
229;246;247;299
22;284;108;110
248;138;121;298
85;134;134;21
25;173;286;25
164;285;257;208
300;300;300;300
185;185;185;185
48;261;215;50
89;89;89;89
54;104;79;148
239;239;239;239
194;194;194;194
138;43;239;239
201;164;188;73
66;66;66;66
7;272;271;200
154;300;76;262
104;100;183;89
237;237;237;237
243;243;243;243
263;264;202;169
97;55;106;54
96;192;209;240
282;270;5;284
129;299;119;247
259;166;272;16
94;258;134;134
126;146;55;280
280;280;280;280
117;281;281;166
246;246;246;246
39;191;111;220
47;299;30;30
134;131;210;111
252;158;297;142
73;88;30;84
132;132;132;132
149;208;213;95
248;220;251;135
157;109;166;281
238;232;238;244
196;13;160;14
205;18;18;37
50;217;17;147
238;88;88;256
209;34;116;37
220;112;14;186
65;141;151;229
147;147;147;147
15;185;140;185
160;160;160;160
178;8;78;247
269;86;293;183
199;199;199;199
85;117;240;129
77;103;134;288
95;195;275;6
248;144;254;67
246;61;186;28
296;35;240;240
85;274;97;184
259;191;252;222
239;137;140;239
252;112;93;112
263;7;182;205
183;106;37;225
120;120;120;120
122;122;122;122
67;62;177;74
33;43;67;218
63;25;289;166
217;217;299;107
123;123;123;123
47;179;243;243
83;177;271;139
295;167;295;218
253;184;25;173
120;244;206;123
118;118;118;118
199;239;242;8
218;257;180;238
62;257;133;139
262;214;262;218
79;212;193;139
260;262;265;100
239;217;94;237
172;172;172;172
47;200;34;86
23;23;23;23
187;225;187;264
241;241;241;241
18;167;198;167
280;135;278;278
228;280;181;280
228;228;228;228
78;67;299;37
123;48;224;204
28;28;28;28
209;209;209;209
204;204;204;204
58;38;58;278
143;132;81;247
71;209;285;120
10;52;10;245
20;20;20;20
193;268;18;18
106;61;168;112
189;137;197;22
70;44;97;168
112;91;270;174
245;136;123;245
145;46;116;134
80;151;295;260
101;162;56;56
179;179;179;179
160;240;240;138
168;229;229;27
137;189;22;221
133;48;138;199
190;297;219;262
91;161;86;65
139;91;90;33
24;24;24;24
184;253;175;299
214;214;214;214
140;279;289;55
235;74;123;43
141;141;141;141
109;203;91;50
96;96;96;96
286;170;82;170
62;229;236;159
53;228;188;299
297;297;297;297
164;25;110;280
219;154;188;154
149;149;290;300
193;193;193;193
34;34;34;34
31;20;31;51
179;258;53;223
270;156;238;84
65;22;272;246
88;283;165;272
59;102;96;110
91;258;83;40
98;279;97;265
150;286;115;287
203;276;259;203
152;152;152;152
62;62;62;62
261;62;205;263
179;179;179;179
60;60;60;60
230;24;148;230
53;232;8;284
55;55;55;55
210;246;210;263
26;83;202;124
52;170;52;137
57;84;175;208
40;21;159;49
208;208;208;208
236;30;88;279
65;299;23;65
227;227;77;241
84;228;94;113
79;158;191;121
224;110;63;11
147;29;29;166
164;139;195;31
231;180;15;222
193;88;199;295
170;176;132;132
298;160;23;173
57;36;177;178
234;175;264;264
265;11;72;175
11;11;11;11
110;110;110;110
279;267;185;105
36;126;106;36
240;249;40;60
203;223;37;237
296;223;257;250
23;171;79;14
27;173;27;5
48;84;277;126
223;231;7;29
151;151;151;151
166;197;139;292
170;20;298;76
145;126;141;113
34;91;110;108
94;94;94;94
173;75;275;20
107;64;124;200
241;123;107;48
54;224;137;145
158;22;66;273
70;147;235;226
283;177;61;256
138;110;93;185
196;206;260;206
27;27;27;27
18;18;18;18
110;44;225;226
24;265;27;41
85;55;193;174
14;114;27;280
84;84;84;84
238;238;238;238
39;39;39;39
109;176;234;171
71;288;68;286
145;280;280;8
8;46;42;83
295;174;296;113
135;249;7;7
75;75;75;75
167;168;18;16
96;217;197;163
294;144;27;206
199;281;89;105
31;41;213;173
242;92;221;105
274;89;156;203
68;200;151;231
159;242;224;149
122;122;122;122
58;81;294;20
11;13;120;236
59;97;45;41
227;59;247;59
144;72;109;275
177;149;72;254
82;72;183;265
37;37;37;37
122;122;122;122
284;284;284;284
140;140;140;140
248;176;185;89
10;10;10;10
297;297;297;297
116;191;150;158
216;269;241;216
164;250;154;154
87;39;288;31
169;35;117;137
282;282;282;282
133;196;127;29
272;251;42;121
183;69;55;212
150;272;169;235
232;94;221;206
251;300;277;95
32;125;242;144
25;40;284;209
300;31;257;108
219;235;74;285
10;10;10;10
268;163;103;142
177;177;177;177
24;101;178;287
54;218;239;37
183;183;183;183
130;130;130;130
132;278;132;285
11;300;67;252
247;6;177;83
201;157;157;280
13;45;191;20
263;96;93;224
295;159;200;287
149;86;106;69
115;61;142;185
189;137;178;98
93;93;93;93
101;44;101;86
26;26;26;26
73;73;113;261
76;76;76;76
151;224;105;182
229;15;235;254
40;40;40;40
20;233;233;92
239;263;64;239
270;252;127;76
201;201;201;201
273;234;276;277
209;188;188;287
13;190;247;223
224;253;199;150
153;179;22;22
248;248;248;248
25;167;92;237
168;282;63;23
284;117;101;102
248;28;107;216
5;252;267;159
87;261;152;182
158;62;62;193
121;156;211;158
44;199;63;230
245;68;245;139
71;236;241;85
218;157;31;208
76;76;76;76
92;92;92;92
248;223;40;79
249;97;29;29
179;121;37;120
197;75;253;164
197;290;282;277
183;40;36;256
115;247;195;194
201;217;242;9
61;47;73;217
70;70;70;70
11;269;32;261
100;277;133;261
39;39;39;39
170;282;282;98
43;43;200;175
232;232;232;232
185;185;185;185
154;195;171;167
149;181;55;252
131;79;79;32
275;275;275;275
87;94;163;145
215;184;26;222
105;138;42;170
156;65;179;179
6;179;85;255
234;220;241;237
228;29;265;89
125;31;160;243
245;162;22;82
94;94;94;94
277;228;59;66
230;274;93;5
39;39;39;39
60;183;44;217
228;171;198;66
216;216;216;216
204;292;172;230
299;299;299;299
286;103;7;288
297;297;79;158
22;264;158;139
108;108;108;108
174;299;66;148
98;140;241;212
100;17;179;256
18;126;153;99
125;125;125;125
112;277;61;52
118;60;216;273
175;79;243;109
179;268;244;268
138;70;188;206
146;137;146;96
262;158;116;149
169;217;14;297
299;299;277;112
114;170;12;226
214;57;139;186
6;172;73;8
56;48;288;56
40;298;233;229
228;88;290;88
84;136;135;42
292;239;239;236
223;29;231;30
150;133;176;285
222;222;89;215
101;261;47;47
252;254;74;266
250;250;250;250
156;26;201;201
286;187;203;203
209;88;41;251
223;176;36;95
229;52;83;89
44;274;107;190
210;120;265;240
78;78;78;78
124;225;133;129
91;273;109;47
231;231;231;231
208;174;172;38
119;289;192;239
286;181;214;31
22;191;226;166
273;157;279;139
147;75;255;126
222;187;45;27
88;197;103;297
232;100;216;232
44;101;173;101
193;193;94;159
279;279;279;279
57;124;87;75
254;205;254;292
255;95;238;238
170;141;144;286
177;177;177;177
124;124;124;124
20;251;15;20
167;164;266;166
279;279;155;173
185;169;78;62
82;17;154;176
129;11;59;289
213;104;151;104
236;34;240;148
116;247;257;94
39;181;91;287
163;276;121;194
133;131;186;66
83;188;116;243
203;203;203;203
47;81;169;47
52;220;275;195
213;105;272;134
221;210;173;128
141;139;106;258
253;230;217;189
201;76;11;61
164;164;164;164
163;20;12;155
271;207;240;80
245;163;170;281
274;244;268;244
13;129;272;13
220;92;70;58
125;125;125;125
10;10;10;10
23;23;23;23
295;282;9;295
67;200;295;49
41;47;241;228
146;169;146;274
94;195;7;74
142;198;145;198
16;194;201;201
246;246;246;246
281;6;60;169
194;194;194;194
67;279;205;57
48;213;187;223
181;274;59;113
268;273;170;91
168;137;225;12
251;251;251;251
78;192;114;231
294;264;216;219
200;28;200;54
113;22;196;223
80;244;99;72
24;155;45;201
95;137;30;120
65;75;210;128
102;102;102;102
214;169;145;140
207;249;276;153
13;145;13;70
149;176;24;131
224;236;224;25
267;140;37;17
270;118;276;15
135;195;41;135
196;61;155;176
152;209;216;209
205;205;205;205
204;244;60;102
99;16;84;184
259;259;259;259
241;241;241;241
297;273;127;209
268;21;65;153
297;253;179;104
278;164;169;70
92;138;79;235
166;255;198;279
288;230;159;76
249;154;238;160
122;300;68;289
206;94;213;189
197;100;240;80
244;244;244;244
198;198;198;198
202;198;256;258
74;74;74;74
181;225;269;59
23;98;12;23
126;120;140;249
163;252;165;165
149;149;149;149
34;34;34;34
11;123;300;70
215;25;166;254
25;44;32;64
92;274;268;38
162;132;183;104
104;272;223;143
205;22;220;228
296;86;155;172
126;68;105;95
100;119;223;110
91;91;91;91
59;59;59;59
252;270;11;126
281;10;38;156
265;296;178;87
67;172;265;265
179;265;176;177
223;26;63;63
277;131;61;87
227;130;225;168
245;78;245;203
238;261;96;96
162;220;224;150
53;137;53;78
280;247;58;280
283;181;181;105
224;36;87;290
228;187;273;241
254;205;136;176
160;160;160;160
23;106;106;40
259;106;42;10
216;216;216;216
272;284;290;85
9;122;117;122
91;283;52;84
25;165;127;135
133;73;133;58
278;87;24;111
295;197;119;136
52;230;111;187
298;79;84;194
79;43;83;150
152;114;62;254
262;262;262;262
120;120;120;120
277;129;244;69
159;217;180;46
95;224;264;264
91;99;81;217
300;192;285;162
124;218;7;140
242;242;269;65
267;267;267;267
114;114;114;114
298;201;298;253
169;256;69;70
300;300;300;300
259;59;51;7
221;221;221;221
250;171;135;83
195;47;177;137
299;93;115;155
243;278;105;109
150;170;96;299
74;74;74;74
199;199;199;199
257;70;116;20
254;7;56;176
121;103;275;275
38;38;110;293
93;256;267;93
40;127;127;199
21;291;291;102
277;251;128;192
280;90;157;26
80;250;203;115
27;10;98;34
174;174;136;15
49;173;191;87
135;254;187;282
218;183;40;132
287;206;206;239
235;265;237;295
198;69;275;153
286;5;241;161
106;249;243;72
68;68;68;68
230;269;234;189
299;286;183;15
255;48;114;109
288;98;293;281
11;11;11;11
7;7;7;7
191;33;161;225
81;19;158;24
121;121;121;121
124;6;180;247
11;291;79;235
66;66;198;70
231;154;290;153
97;97;97;97
263;263;263;263
176;56;278;243
51;221;169;171
225;247;101;145
101;155;144;15
251;292;33;66
173;101;32;148
30;186;199;131
160;288;216;290
181;151;112;154
150;204;68;284
45;153;67;15
50;138;290;202
244;244;244;244
42;234;13;258
39;39;39;39
251;170;293;48
67;105;165;281
139;10;118;46
144;144;144;144
217;163;26;173
48;48;48;48
35;256;148;148
34;121;145;242
38;216;134;234
119;102;237;194
238;266;195;15
290;69;143;250
138;299;291;217
48;144;216;284
217;55;266;209
107;254;131;290
140;50;207;132
163;95;127;222
182;182;182;182
284;218;47;49
81;81;81;81
236;137;263;145
267;267;267;267
197;197;197;197
222;121;273;7
48;171;27;18
199;199;199;199
202;110;202;93
125;271;139;135
9;235;153;235
126;108;279;126
6;109;128;143
204;37;44;118
36;36;36;36
220;151;94;155
273;282;180;20
219;53;91;249
211;180;132;40
62;62;62;62
199;298;204;256
232;232;232;232
126;87;50;66
295;15;10;129
150;221;233;233
53;9;44;53
146;172;107;130
211;277;277;180
214;174;89;115
213;151;213;253
64;64;64;64
37;37;37;37
195;108;226;108
226;15;224;118
127;6;37;137
168;77;5;188
220;182;22;12
52;52;298;50
287;194;238;287
266;266;266;266
274;89;154;270
24;214;244;48
119;119;119;119
121;84;297;110
136;111;170;170
156;156;93;106
92;139;19;60
214;87;51;141
192;52;62;62
212;98;29;183
66;236;147;96
269;137;273;93
136;240;204;259
120;120;120;120
66;152;222;36
81;81;81;81
178;101;211;223
160;46;226;16
288;182;137;155
95;117;185;63
27;257;142;74
292;150;189;12
49;281;12;19
142;142;142;142
71;248;8;8
230;180;250;230
239;239;239;239
10;90;96;35
267;70;261;282
192;292;212;223
23;262;18;119
235;92;95;95
240;240;156;291
189;234;286;128
254;114;22;280
145;68;257;166
169;169;169;169
208;124;109;124
71;29;176;71
210;210;210;210
115;276;81;268
283;139;189;283
117;117;117;117
31;191;263;204
297;178;290;139
247;247;247;247
197;184;294;156
145;145;145;145
120;244;78;163
219;74;266;283
110;110;110;110
30;150;181;123
246;138;254;48
17;261;112;250
7;292;108;198
107;67;298;106
270;182;270;20
248;53;20;279
90;227;164;46
137;114;200;34
125;182;5;167
201;5;297;278
119;151;293;151
38;287;140;50
74;261;14;72
83;83;83;83
9;9;9;9
257;264;76;72
101;202;9;129
99;48;59;31
133;44;16;133
240;240;240;240
30;120;101;39
188;133;191;213
255;221;166;50
230;174;224;199
149;201;259;167
168;81;292;197
214;214;214;214
224;116;239;198
246;246;246;246
258;146;249;147
194;194;194;194
207;93;93;258
14;83;220;257
204;204;191;69
35;15;253;191
78;49;294;246
18;75;56;98
31;31;275;194
58;232;290;137
137;248;25;25
40;190;219;87
57;57;57;57
213;271;10;222
103;103;103;103
229;84;276;248
226;9;174;174
12;218;260;205
136;21;59;21
57;291;229;291
142;27;27;105
