29;89;28;16
7;21;35;34
6;49;75;35
89;26;70;18
45;31;50;26
16;78;73;28
69;79;62;49
78;89;54;31
68;4;89;36
7;10;34;33
33;44;12;15
2;64;34;4
47;15;10;39
91;90;84;36
13;15;54;35
88;45;76;31
3;88;62;4
13;57;6;8
43;54;73;43
40;94;3;2
22;3;60;10
69;55;99;12
89;13;74;31
17;95;59;9
58;70;68;15
12;6;35;29
21;55;28;13
6;37;64;4
39;70;40;34
24;8;79;17
22;79;44;14
21;39;9;28
90;62;87;14
75;93;95;15
98;61;66;9
8;20;5;28
65;97;26;23
78;31;1;50
9;5;40;42
48;55;100;14
88;90;67;19
7;27;81;35
52;19;99;40
40;16;53;15
93;40;56;30
28;82;9;38
52;65;56;46
55;34;48;9
73;98;21;32
76;81;87;46
23;97;35;2
95;92;69;44
10;31;50;24
42;22;23;47
90;35;64;38
88;55;100;41
53;31;13;27
94;49;75;37
65;75;5;22
54;33;9;16
83;53;80;46
4;41;2;46
71;46;70;43
92;86;46;27
4;80;46;19
10;27;69;38
16;2;84;14
79;45;18;50
33;16;96;6
67;26;41;42
100;58;98;36
75;73;21;23
9;75;15;7
30;60;14;24
49;45;25;41
96;31;15;42
43;4;32;1
19;76;88;36
38;82;88;16
25;95;37;49
37;64;27;23
79;16;27;9
62;51;24;39
89;33;22;24
58;55;34;17
54;95;55;29
10;10;22;26
94;58;27;14
47;41;86;39
63;98;99;4
24;2;81;36
81;69;92;30
22;43;51;25
96;84;16;17
33;61;81;7
83;81;22;48
86;40;47;9
4;60;90;37
71;36;10;20
33;98;93;33
62;72;1;20
68;82;15;45
26;55;61;18
5;82;59;3
52;49;29;41
34;80;68;23
70;90;47;32
24;49;87;45
6;47;86;37
27;80;94;15
30;96;27;20
4;77;85;23
57;26;63;19
24;16;90;21
95;67;4;12
71;35;36;12
22;18;32;23
3;12;57;38
61;78;5;30
13;67;84;40
28;64;20;28
41;43;75;41
65;52;66;14
23;43;35;13
1;49;19;17
42;87;2;22
70;62;47;42
93;2;67;25
69;18;69;36
75;3;59;40
33;80;6;11
12;92;65;10
79;68;74;44
10;75;99;47
21;73;80;49
21;41;16;6
21;21;84;16
88;5;4;13
98;77;7;6
84;33;63;24
31;26;1;44
86;30;28;33
24;1;36;42
66;58;85;27
36;20;47;16
77;11;59;14
4;63;42;26
17;96;16;50
14;73;81;48
39;13;69;13
14;7;41;20
74;47;73;36
62;69;85;35
11;3;37;3
28;84;5;27
47;90;74;3
67;59;35;13
63;59;41;29
96;60;61;50
85;3;4;40
48;94;48;14
3;64;89;10
76;15;16;3
25;40;6;4
83;18;5;36
54;81;1;22
100;73;88;39
28;23;90;1
58;42;39;19
21;61;15;13
21;95;32;16
34;62;48;1
25;79;55;15
2;94;3;47
1;11;2;29
39;21;48;2
57;87;92;11
77;14;42;2
65;12;61;31
12;60;18;42
83;78;98;31
6;29;97;41
94;34;58;42
86;53;15;43
15;6;42;30
35;46;60;18
46;84;52;12
81;36;29;36
49;99;40;36
62;91;25;21
71;51;30;40
48;19;52;43
11;8;61;6
32;35;89;38
51;1;57;31
47;45;97;36
7;30;87;45
33;100;90;50
57;70;65;20
48;4;74;20
28;71;49;19
1;97;43;30
35;70;19;18
65;37;44;45
91;26;46;43
91;82;34;48
66;82;86;49
5;76;10;36
69;12;92;36
52;43;66;46
72;57;7;30
29;30;14;42
91;30;4;29
